config,coord_dim,seed,k_frac,spearman_D_S,perm_null_mean,perm_null_sd,perm_p,perm_p_one_sided,n_perm,n_inputs,n_pairs,inputs,within_imp_mean_rho,cohesion_selected,cohesion_random_mean,cohesion_random_sd,cohesion_z,cohesion_matched_mean,cohesion_matched_sd,cohesion_matched_z,imp_selected,imp_all
cifar10 geo_r,3,9,0.1,-0.11792276065818803,-0.00018826474332316002,0.007085110703025287,0.001,0.001,999,10000,300000,test,-0.14548426576479007,0.028930356726050377,0.018851597351022063,0.0018947752073763778,5.319237517185347,0.02687096729874611,0.0024990531857273755,0.8240678662790412,0.6130290031433105,0.5089207887649536
cifar10 geo_r,3,9,0.2,-0.11792276065818803,-0.00018826474332316002,0.007085110703025287,0.001,0.001,999,10000,300000,test,-0.14548426576479007,0.025312159210443497,0.018674385026097296,0.0011443162116701318,5.8006468062334875,0.023357906583696603,0.0013666239229497504,1.429985669428944,0.5787098407745361,0.5089207887649536
cifar10 geo_pca,3,0,0.05,-0.2284776611352302,5.2709857689793e-07,0.007468602141943946,0.001,0.001,999,10000,300000,test,-0.30580837507371345,0.07370016723871231,0.01884787142742425,0.002782162988765335,19.71570178061877,0.03214050389826298,0.004301708776221373,9.661198721893534,0.6508310437202454,0.5089207887649536
cifar10 geo_pca,3,0,0.1,-0.2284776611352302,5.2709857689793e-07,0.007468602141943946,0.001,0.001,999,10000,300000,test,-0.30580837507371345,0.06401199847459793,0.018901308318600058,0.0018376655891814387,24.547823280265018,0.027137759337201715,0.002390574422064393,15.424844665629958,0.6113954782485962,0.5089207887649536
cifar10 geo_pca,3,0,0.2,-0.2284776611352302,5.2709857689793e-07,0.007468602141943946,0.001,0.001,999,10000,300000,test,-0.30580837507371345,0.05263888090848923,0.01908558310009539,0.0011994676460752342,27.97349131525952,0.024761349465698003,0.0014225434480166234,19.596963074880012,0.5933847427368164,0.5089207887649536
cifar10 geo_pca,3,1,0.05,-0.23757851507861977,0.0005838871823582666,0.007303337027825664,0.001,0.001,999,10000,300000,test,-0.3184484117025023,0.08014598488807678,0.01874801576603204,0.0027614664675846257,22.233827504526584,0.03096211380325258,0.0041271121466126895,11.91726062333305,0.6402353644371033,0.5089207887649536
cifar10 geo_pca,3,1,0.1,-0.23757851507861977,0.0005838871823582666,0.007303337027825664,0.001,0.001,999,10000,300000,test,-0.3184484117025023,0.04443681612610817,0.018677018107846378,0.001872734662055658,13.755177669553397,0.022366037862375378,0.0020824186631292194,10.59862680061114,0.5760101675987244,0.5089207887649536
cifar10 geo_pca,3,1,0.2,-0.23757851507861977,0.0005838871823582666,0.007303337027825664,0.001,0.001,999,10000,300000,test,-0.3184484117025023,0.05832887068390846,0.01868283757939935,0.001244278729734686,31.86266238039773,0.027823687307536604,0.0014164105523329462,21.536964197697,0.6142452359199524,0.5089207887649536
cifar10 geo_pca,3,2,0.05,-0.2472471858943681,0.00022726739343611874,0.007499974973296371,0.001,0.001,999,10000,300000,test,-0.3254031072041845,0.10915661603212357,0.019012179970741273,0.0029604753293257496,30.449311682480207,0.0348362578265369,0.004892195692300005,15.191615966501587,0.6632723212242126,0.5089207887649536
cifar10 geo_pca,3,2,0.1,-0.2472471858943681,0.00022726739343611874,0.007499974973296371,0.001,0.001,999,10000,300000,test,-0.3254031072041845,0.07666999101638794,0.018849995029158892,0.0017831661784554276,32.42546693258116,0.031152613759040833,0.002825456719681776,16.10974145318491,0.6410978436470032,0.5089207887649536
cifar10 geo_pca,3,2,0.2,-0.2472471858943681,0.00022726739343611874,0.007499974973296371,0.001,0.001,999,10000,300000,test,-0.3254031072041845,0.05492711067199707,0.018669051742181184,0.0011813895498452682,30.69102727705162,0.027364787133410572,0.001430496501151055,19.267662309653115,0.6123898029327393,0.5089207887649536
cifar10 geo_pca,3,3,0.05,-0.2252381082885862,-0.00030560622267963194,0.007362688466519392,0.001,0.001,999,10000,300000,test,-0.2971990158424997,0.09057945758104324,0.018820715458132325,0.0027507737140575837,26.08674851373907,0.03164122344925999,0.004183260468082015,14.089066307821083,0.6459304690361023,0.5089207887649536
cifar10 geo_pca,3,3,0.1,-0.2252381082885862,-0.00030560622267963194,0.007362688466519392,0.001,0.001,999,10000,300000,test,-0.2971990158424997,0.07333426177501678,0.018756413375958802,0.0017009206763956542,32.08723906080338,0.03333912780508399,0.002676351045166013,14.943904323473385,0.6521470546722412,0.5089207887649536
